trusted,category
saudacoes infelizmente nao e a isencao de pagamentos as taxas que fazem um banco bom bloquearam minha conta nao consigo retirar o meu dinheiro querem tempo pra analisar se eu sou em msm minha esposa esta gravida e eu estou construindo minha casa em meio essa pandemia nao estou pedindo credito quero acesso ao que e meu qualquer banco de quinta categoria ja teria resolvido isso uma estrela pq nao tem com dar menos uma,Bloqueio de conta
lixo de banco nao pensam nos clientes com a situacao que as coisas se encontram patetico,Comentário detrator sem informação
nao consigo alterar a senha a dias por favor corrijam isso,Sugestão de funcionalidade
otimo aplicativo muito bem desenhado projetado e funcional as informacoes sao exibidas de forma clara objetiva e toda navegacao e muito fluida no entanto comeca a ficar muito evidente a falta de suporte a carteiras digitais cartoes de credito de diversos segmentos bandeiras e instituicoes emissoras ja estao disponibilizam o pagamento via apple pay indiscutivelmente mais seguro pratico e conveniente que qualquer outra solucao mais antiga,Sugestão de funcionalidade
prezados o app nao esta abrindo depois da ultima atualizacao peco a devida correcao obrigada,Problema de acesso
cheio de bugs estou decepcionado apenas abri a conta e nada funciona nao consigo transferir dinheiro nao desbloqueia cartao nao cria cartao virtual fiz um deposito na conta e meu dinheiro ficou congelado na contaprecisam melhorar muito tentandotirar dinheiro da conta pra fazer cancelamento,Bloqueio de conta
voce faz uma boa movimentacao paga contas ate comprova renda mesmo sabendo que eles nao liberam credito por conta disso e nada procurem outro banco pois esse nunca ira liberar limite perdi 3 meses movimentando a conta para no dia de solicitar esperar mais 3 meses ainda e quando mais preciso mudando para outro nao caiam nesse banco falido voce paga taxas acaba gastando com esse banco que bem chega perto de ser um e nada eles retribuem de volta nao percam seu tempo banco mentiroso e enrolao decepcao fortissima,Comentário detrator sem informação
desde as duas ultimas atualizacoes o app esta bugado semana passada abria mas nao carregava a atualizacao de fatura ontem atualizei novamente onde dizia que havia correcao de bugs mas piorou depois da ultima atualizacao o app nem abre tenho recebido msgs de lancamentos na fatura sem que eu tenha feito socorro nubank,Aplicativo não funcional
essa ultima atualizacao nao me deixa fazer login so aparece como se fosse um usuario novo,Problema de acesso
depois da ultima atualizacao nao consigo entrar mais no appcomo se eu fosse primeiro acesso primeiro pediu cpf e senha aplicativo fechou e agora voltou para cadastrocomo nao consigo entrar no app nao consigo mandar chat para suporte,Problema de acesso
o aplicativo nao me da opcao de fazer o login dessa forma nao consigo concluir meu cadastro e ninguem me responde ou auxilia na plataforma pessimo,Sugestão de funcionalidade
